"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CCDC85B",0.572364008983604,-0.143665622686255,0.018,0.03,1
"COMTD1",0.572364008983604,-0.648004140306765,0.018,0.03,1
"DEPTOR",0.572364008983604,-0.361730162679274,0.018,0.03,1
"DHX32",0.572364008983604,-0.42807219390832,0.018,0.03,1
"DNAJC6",0.572364008983604,0.330460434291416,0.018,0.03,1
"ENSG00000234915",0.572364008983604,-0.582117130813644,0.018,0.03,1
"ENSG00000255847",0.572364008983604,-0.103501666931135,0.018,0.03,1
"ENSG00000258820",0.572364008983604,-0.693323904403795,0.018,0.03,1
"ENSG00000272831",0.572364008983604,-0.16275128259121,0.018,0.03,1
"ENSG00000273797",0.572364008983604,-0.555351067129724,0.018,0.03,1
"ENSG00000290758",0.572364008983604,-0.935004956610972,0.018,0.03,1
"ERCC5",0.572364008983604,-0.563240755593638,0.018,0.03,1
"FAM221A",0.572364008983604,-0.268713325743207,0.018,0.03,1
"GAS2",0.572364008983604,-0.310867074269164,0.018,0.03,1
"HECW2",0.572364008983604,-0.272804433159732,0.018,0.03,1
"KNL1",0.572364008983604,-0.552532935081661,0.018,0.03,1
"LINC02580",0.572364008983604,-0.41281552732357,0.018,0.03,1
"LYZ",0.572364008983604,2.06598334665115,0.018,0.03,1
"MEGF6",0.572364008983604,-0.516596582199092,0.018,0.03,1
"PHETA1",0.572364008983604,0.103707308835581,0.018,0.03,1
"SERPINI2",0.572364008983604,-0.196502072799577,0.018,0.03,1
"SHLD3",0.572364008983604,-0.290724074939903,0.018,0.03,1
"STARD7-AS1",0.572364008983604,-0.714931288225089,0.018,0.03,1
"TESK2",0.572364008983604,-0.133609396106919,0.018,0.03,1
"TSHZ3",0.572364008983604,-0.116231061790955,0.018,0.03,1
"VWA5A",0.572364008983604,-0.518804649434344,0.018,0.03,1
"ZNF135",0.572364008983604,-0.274121689002095,0.018,0.03,1
"ZNF700",0.572364008983604,-0.332416069952924,0.018,0.03,1
"UCKL1",0.572722749769755,1.66351642105908,0.108,0.091,1
"GNL2",0.573175476898021,0.167293971870951,0.12,0.152,1
"SYMPK",0.573175476898021,-0.37262451791107,0.12,0.152,1
"KBTBD2",0.573431693151691,1.17230861557817,0.163,0.152,1
"ABCD1",0.573824305521987,-0.322480119074723,0.03,0.045,1
"AMDHD2",0.573824305521987,-0.543961950469916,0.03,0.045,1
"CRAT",0.573824305521987,0.425690783733255,0.03,0.045,1
"ENSG00000256591",0.573824305521987,0.137666195742091,0.03,0.045,1
"ESR1",0.573824305521987,-0.291083473691022,0.03,0.045,1
"LINC01811",0.573824305521987,-0.659737084751165,0.03,0.045,1
"USP34-DT",0.573824305521987,-0.170802730141486,0.03,0.045,1
"PDPR",0.573830235670419,0.723669494124265,0.145,0.121,1
"ARMH1",0.573876051049902,0.133039684129147,0.09,0.121,1
"RABL2A",0.573876051049902,0.446847973285166,0.09,0.121,1
"FUT4",0.573926243560792,0.141900993885886,0.042,0.061,1
"POLRMT",0.573926243560792,-0.561583629304448,0.042,0.061,1
"ZNF85",0.573926243560792,0.260696048552536,0.042,0.061,1
"PINX1",0.574039948487849,0.714888957779348,0.054,0.076,1
"FBXO28",0.574213762786048,0.302659516238522,0.151,0.197,1
"FAM120C",0.574666905224799,0.635185796621675,0.078,0.106,1
"SEC14L1",0.575102154907254,0.590973090414299,0.247,0.333,1
"MTMR4",0.57520302440114,0.479111339391539,0.114,0.152,1
"DNHD1",0.575633710469304,0.925368675889189,0.096,0.076,1
"SLA",0.575843009823099,0.903434303768978,0.127,0.106,1
"HEXIM2-AS1",0.57610648399347,0.122708992048091,0.066,0.091,1
"TRAM2",0.57610648399347,0.806111827044903,0.078,0.061,1
"ANXA2R-AS1",0.576689327471527,0.811034710006348,0.169,0.227,1
"C21orf91",0.576708644572511,0.584772338706822,0.102,0.136,1
"ZPR1",0.576727495736675,0.652965965193522,0.09,0.121,1
"TXNRD1",0.57743328783275,0.35456099418634,0.434,0.621,1
"ACYP1",0.577624265034863,-0.198934793454033,0.054,0.076,1
"ERVK3-1",0.577624265034863,0.252238760946127,0.054,0.076,1
"ZNF350",0.577624265034863,0.100525873248701,0.054,0.076,1
"ZNF426",0.577624265034863,0.405173395830052,0.054,0.076,1
"UBR4",0.57770663266915,0.892102991042725,0.078,0.106,1
"CCP110",0.577943708708167,0.140456430356939,0.042,0.061,1
"LRRC27",0.577943708708167,0.429377456119194,0.042,0.061,1
"TWF2",0.577943708708167,-0.158478012054911,0.042,0.061,1
"ZNF133",0.577943708708167,0.352402182021104,0.042,0.061,1
"ZNF385A",0.577943708708167,0.171484260523032,0.042,0.061,1
"HNRNPR",0.578103786151101,0.545792521247858,0.47,0.561,1
"AREG",0.578242375992005,0.364033884889588,0.018,0.03,1
"BCL11B",0.578242375992005,-0.111371744927714,0.018,0.03,1
"DAPK3",0.578242375992005,0.976282599320576,0.018,0.03,1
"ENSG00000224478",0.578242375992005,-0.130367611868847,0.018,0.03,1
"ENSG00000283352",0.578242375992005,-0.59637828218562,0.018,0.03,1
"ENSG00000286369",0.578242375992005,-0.314501736322799,0.018,0.03,1
"ENSG00000291121",0.578242375992005,0.127060485109403,0.018,0.03,1
"FGF13",0.578242375992005,1.20161744539433,0.018,0.03,1
"GCC2-AS1",0.578242375992005,0.366401884045877,0.018,0.03,1
"LDLRAP1",0.578242375992005,0.826499163600039,0.018,0.03,1
"LINC01013",0.578242375992005,1.66805374538624,0.018,0.03,1
"RBBP9",0.578242375992005,0.645097491943571,0.018,0.03,1
"SDK1",0.578242375992005,0.366323541556778,0.018,0.03,1
"SLC25A28-DT",0.578242375992005,0.635722634322724,0.018,0.03,1
"SYS1-DBNDD2",0.578242375992005,-0.192372350358321,0.018,0.03,1
"TMEM11",0.578242375992005,0.451722231099946,0.018,0.03,1
"TMEM143",0.578242375992005,0.465688046946373,0.018,0.03,1
"TMEM186",0.578242375992005,0.275339115678099,0.018,0.03,1
"TOP3B",0.578242375992005,-0.207441341832743,0.018,0.03,1
"ZNF665",0.578242375992005,0.121694860985875,0.018,0.03,1
"CARD19",0.578505305396341,-0.185871057780847,0.03,0.045,1
"CDKL5",0.578505305396341,0.245923275494694,0.03,0.045,1
"GDPD5",0.578505305396341,-0.375379988978747,0.03,0.045,1
"SPRYD4",0.578505305396341,-0.47172950268264,0.03,0.045,1
"TMEM38A",0.578505305396341,-0.616234629649429,0.03,0.045,1
"ZNF668",0.578505305396341,-0.663032680197944,0.03,0.045,1
"PRMT9",0.579385895037787,0.309054004406931,0.066,0.091,1
"CYLD-AS1",0.579385895037787,1.56806468619751,0.078,0.061,1
"SLC66A1",0.579385895037787,1.06458322920636,0.078,0.061,1
"TMEM14C",0.57941464983562,0.555389833019078,0.102,0.136,1
"BRWD1",0.580777958881222,0.887358561591972,0.247,0.333,1
"SNHG25",0.581103161720661,0.910327755114064,0.157,0.212,1
"BRD1",0.581126738545146,1.28169270410011,0.108,0.091,1
"ETHE1",0.581219082426702,-0.487233189284234,0.054,0.076,1
"PARP16",0.581219082426702,-0.164056825062177,0.054,0.076,1
"DTNB",0.581676408475776,1.56573808441311,0.12,0.106,1
"FNBP1",0.581890933788488,0.133948019721336,0.608,0.758,1
"NPIPB13",0.58197435613509,-0.443951877814184,0.042,0.061,1
"PPP5C",0.58197435613509,0.258151431138846,0.042,0.061,1
"TMEM134",0.582450337522635,0.971146186917516,0.09,0.121,1
"POLR3D",0.582674040867909,0.201080194507319,0.066,0.091,1
"USE1",0.582674040867909,1.0081605987907,0.066,0.091,1
"GCC1",0.582674040867909,1.08578717535038,0.078,0.061,1
"RBMXL1",0.582674040867909,1.42475545661034,0.078,0.061,1
"ZNF76",0.582674040867909,1.67691145665293,0.078,0.061,1
"BTN2A2",0.582732811617981,1.08756905574827,0.145,0.197,1
"ENSG00000284773",0.58320417657067,-0.181356379318413,0.03,0.045,1
"ENSG00000290073",0.58320417657067,0.308286903034886,0.03,0.045,1
"HSD17B1-AS1",0.58320417657067,1.11141497797364,0.03,0.045,1
"IKZF4",0.58320417657067,0.137231227717483,0.03,0.045,1
"MAP1S",0.58320417657067,0.611046373839139,0.03,0.045,1
"RNF215",0.58320417657067,-0.14004577958204,0.03,0.045,1
"TRIQK",0.58320417657067,0.219604435907961,0.03,0.045,1
"UHRF1BP1",0.58320417657067,-0.192499552983941,0.03,0.045,1
"ZNF592",0.583418029406257,0.620716111992029,0.151,0.197,1
"RDH14",0.583808686144976,0.523932438958793,0.078,0.106,1
"ZNF439",0.583940835703586,1.32818267868136,0.108,0.091,1
"MTMR14",0.584002847816299,0.100476348321645,0.157,0.197,1
"ADAM22",0.58414897962781,0.54273051904509,0.018,0.03,1
"ALG9",0.58414897962781,0.80492997248257,0.018,0.03,1
"AMPD2",0.58414897962781,0.601799150683511,0.018,0.03,1
"ANTKMT",0.58414897962781,0.499806361415478,0.018,0.03,1
"ATP8B4",0.58414897962781,0.193737440185999,0.018,0.03,1
"BEST1",0.58414897962781,-0.139659680356561,0.018,0.03,1
"CABLES1",0.58414897962781,0.468441093207042,0.018,0.03,1
"CCDC61",0.58414897962781,-0.245277534311632,0.018,0.03,1
"CISD3",0.58414897962781,0.376203876083646,0.018,0.03,1
"DPH6-DT",0.58414897962781,0.487914714930015,0.018,0.03,1
"ENSG00000213121",0.58414897962781,-0.475816434535807,0.018,0.03,1
"ENSG00000225689",0.58414897962781,1.51899057699615,0.018,0.03,1
"ENSG00000243305",0.58414897962781,1.6152454495707,0.018,0.03,1
"ENSG00000248710",0.58414897962781,0.366930559449825,0.018,0.03,1
"ENSG00000255856",0.58414897962781,0.402887520921774,0.018,0.03,1
"ENSG00000267179",0.58414897962781,0.708917032839404,0.018,0.03,1
"ENSG00000269892",0.58414897962781,0.304587232335586,0.018,0.03,1
"ENSG00000269971",0.58414897962781,0.150419821179065,0.018,0.03,1
"ENSG00000273118",0.58414897962781,0.57016995796653,0.018,0.03,1
"ENSG00000277855",0.58414897962781,0.428984267586198,0.018,0.03,1
"ENSG00000286503",0.58414897962781,0.11154963643197,0.018,0.03,1
"ITGA5",0.58414897962781,0.162398487132659,0.018,0.03,1
"KIF21A",0.58414897962781,-0.136757845583483,0.018,0.03,1
"LINC02240",0.58414897962781,0.342288647064612,0.018,0.03,1
"MSANTD3",0.58414897962781,0.209415239773726,0.018,0.03,1
"NDUFAF5",0.58414897962781,1.40450974974198,0.018,0.03,1
"NIPAL1",0.58414897962781,0.267674396020179,0.018,0.03,1
"NMNAT1",0.58414897962781,0.552461476881872,0.018,0.03,1
"NOP9",0.58414897962781,1.245551394111,0.018,0.03,1
"NUMBL",0.58414897962781,-0.40459359007194,0.018,0.03,1
"PAQR7",0.58414897962781,0.798102305131768,0.018,0.03,1
"PARPBP",0.58414897962781,-0.146513830761,0.018,0.03,1
"PMM1",0.58414897962781,1.08898278490072,0.018,0.03,1
"PPP2R2B",0.58414897962781,1.23080303060369,0.018,0.03,1
"PTPDC1",0.58414897962781,0.145778880012094,0.018,0.03,1
"SCRIB",0.58414897962781,0.253055550070369,0.018,0.03,1
"SFXN2",0.58414897962781,0.456094602833491,0.018,0.03,1
"SPESP1",0.58414897962781,0.608088161719583,0.018,0.03,1
"STXBP1",0.58414897962781,-0.176878845301766,0.018,0.03,1
"TESC",0.58414897962781,0.302246717171728,0.018,0.03,1
"THAP9",0.58414897962781,-0.126048445420182,0.018,0.03,1
"TMEM220",0.58414897962781,0.611950423755995,0.018,0.03,1
"YES1",0.58414897962781,0.515849850205845,0.018,0.03,1
"ZNF324",0.58414897962781,1.12813476655448,0.018,0.03,1
"ZNF772",0.58414897962781,0.729839347667305,0.018,0.03,1
"C5orf24",0.584493606837448,1.36368081079597,0.175,0.167,1
"BLOC1S4",0.584896101300185,0.358551736564259,0.163,0.212,1
"FBXW4",0.585321665283359,0.547584431332423,0.09,0.121,1
"HARS2",0.585321665283359,0.491680684252908,0.09,0.121,1
"BTBD7",0.585637983327423,1.25932650146344,0.211,0.197,1
"RNF138",0.585729794839897,0.360970016607024,0.151,0.197,1
"ESCO1",0.585813236258069,0.616264300737475,0.139,0.182,1
"CENPT",0.585970868821833,0.284408488581604,0.066,0.091,1
"CENPV",0.585970868821833,0.568595915395456,0.066,0.091,1
"XPR1",0.585970868821833,1.86477604819378,0.078,0.061,1
"ABHD8",0.586018088916155,0.481471381010905,0.042,0.061,1
"OSGEPL1",0.586018088916155,0.443284398169116,0.042,0.061,1
"AKT3",0.586119321129015,1.1229924245785,0.139,0.121,1
"STX16",0.586151256944379,0.260761623369742,0.446,0.606,1
"CABIN1",0.586870928050829,0.354193084504092,0.078,0.106,1
"ZNF154",0.586870928050829,0.421115156023026,0.078,0.106,1
"EIF3G",0.586984611199301,0.250072739382293,0.229,0.303,1
"GABPB1-AS1",0.587658665654101,1.04269892616582,0.169,0.227,1
"ATM",0.587664420660261,0.552191578133937,0.476,0.545,1
"C12orf29",0.587920765382005,-0.36376185377458,0.03,0.045,1
"COLEC11",0.587920765382005,0.663922675044912,0.03,0.045,1
"ENSG00000243004",0.587920765382005,0.696652710668807,0.03,0.045,1
"ENSG00000286707",0.587920765382005,0.659135050160353,0.03,0.045,1
"GNA11",0.587920765382005,0.481424775776365,0.03,0.045,1
"KBTBD8",0.587920765382005,0.108673888403932,0.03,0.045,1
"MAP1LC3A",0.587920765382005,0.10853430751166,0.03,0.045,1
"MIR4453HG",0.587920765382005,0.290154806771803,0.03,0.045,1
"MORC4",0.587920765382005,-0.228388115649158,0.03,0.045,1
"OXR1-AS1",0.587920765382005,0.329356299865073,0.03,0.045,1
"UTP15",0.587920765382005,0.377074113127454,0.03,0.045,1
"WDR18",0.587920765382005,0.536746505251818,0.03,0.045,1
"POGZ",0.587951424751563,0.802058702485237,0.265,0.258,1
"SF3A2",0.588137898483975,0.697618202884009,0.114,0.152,1
"HAVCR2",0.588199550878003,0.788282135716924,0.09,0.121,1
"TOR2A",0.588199550878003,0.119048724284466,0.09,0.121,1
"GLIDR",0.588439944029266,0.70597577803507,0.054,0.076,1
"MFHAS1",0.588439944029266,0.319074123459584,0.054,0.076,1
"SNTA1",0.588439944029266,0.230012545768517,0.054,0.076,1
"ABTB1",0.589276325698084,0.27875870827865,0.066,0.091,1
"TMEM161B",0.58938687855093,1.04851518553464,0.181,0.167,1
"CCND3",0.589594180912305,0.606251052732652,0.446,0.485,1
"EIF4E",0.589865750779474,0.548653062463394,0.205,0.273,1
"ARHGAP35",0.589940589984396,0.870650881807443,0.078,0.106,1
"ATPAF1",0.590074808902622,0.641973634966524,0.042,0.061,1
"EOLA1",0.590074808902622,0.44285114220437,0.042,0.061,1
"SCRN3",0.590074808902622,0.320164721023129,0.042,0.061,1
"ZNF155",0.590074808902622,0.579044293413929,0.042,0.061,1
"CNOT1",0.592061284408632,0.844279229034422,0.434,0.545,1
"RPUSD3",0.592065848445458,0.45496302680503,0.054,0.076,1
"ZNF337",0.592065848445458,1.30061053898393,0.054,0.076,1
"CBX7",0.592103504287084,0.952631677866567,0.163,0.152,1
"TCOF1",0.592181186533842,0.747114227643106,0.175,0.227,1
"AGAP9",0.592654915917853,0.180000291573518,0.03,0.045,1
"CCDC124",0.592654915917853,-0.186395145337002,0.03,0.045,1
"ENSG00000285454",0.592654915917853,0.443266351247574,0.03,0.045,1
"ENSG00000289155",0.592654915917853,0.108059670744314,0.03,0.045,1
"ERVK13-1",0.592654915917853,0.630737339612836,0.03,0.045,1
"FOXP4",0.592654915917853,0.569540825130901,0.03,0.045,1
"RGS14",0.592654915917853,0.378153679811462,0.03,0.045,1
"RTN4IP1",0.592654915917853,0.590563063396276,0.03,0.045,1
"ZNF585B",0.592654915917853,0.879512613067884,0.03,0.045,1
"SMIM27",0.593017628884458,0.756543897964133,0.078,0.106,1
"NTPCR",0.593033240253859,0.915868965312058,0.102,0.136,1
"ULK4",0.593519344117004,0.634457098825001,0.114,0.091,1
"HS6ST1",0.594144416728682,0.482185523169558,0.042,0.061,1
"TMEM64",0.594144416728682,0.437642447416798,0.042,0.061,1
"ZNF577",0.595701974124545,1.25250025184137,0.054,0.076,1
"GSR",0.595912910727911,0.684628800356164,0.066,0.091,1
"IPO11",0.595912910727911,0.599570234016404,0.066,0.091,1
"MNT",0.595912910727911,0.92815075714396,0.066,0.091,1
"JMJD1C",0.5959972186179,0.652049171866652,0.512,0.576,1
"CHCHD3",0.596043034770356,0.69943132830048,0.277,0.379,1
"KCTD9",0.596102001293285,0.677978407694517,0.078,0.106,1
"SCAMP1",0.596102001293285,0.798461689700351,0.078,0.106,1
"ZNF550",0.596102001293285,0.522875220843899,0.078,0.106,1
"ZBTB40",0.596172380364749,1.63431219633758,0.133,0.121,1
"BICRA",0.596248943692978,1.00065080281246,0.139,0.121,1
"ABCA1",0.596872198664035,0.680498641846653,0.09,0.121,1
"ARMC7",0.597406470029809,0.662375897550398,0.03,0.045,1
"ENSG00000290784",0.597406470029809,0.762634223441183,0.03,0.045,1
"STXBP4",0.597406470029809,1.07265538889485,0.03,0.045,1
"TRAM2-AS1",0.597406470029809,0.487416079695338,0.03,0.045,1
"ZNF268",0.597406470029809,0.410503244307924,0.03,0.045,1
"ZW10",0.597406470029809,0.106960500060242,0.03,0.045,1
"ELP2",0.598091099252841,1.39245475304845,0.211,0.212,1
"C19orf18",0.598226811817928,0.971955092870905,0.042,0.061,1
"DNAL4",0.598226811817928,0.909696966618021,0.042,0.061,1
"ENSG00000290574",0.598226811817928,0.494150014230902,0.042,0.061,1
"HSD17B7P2",0.598226811817928,0.562586324160728,0.042,0.061,1
"LILRB2",0.598226811817928,0.820008317823766,0.042,0.061,1
"CAPN7",0.598521444461872,0.936073211794147,0.102,0.136,1
"RASA2",0.598606601214842,0.675113050458307,0.187,0.167,1
"HCG18",0.598793756548877,0.998383238103801,0.139,0.121,1
"RBM12",0.598840433806268,1.16288961145022,0.217,0.212,1
"DDX41",0.599243929801797,1.13291988555413,0.066,0.091,1
"LMNB2",0.599243929801797,0.572619832214843,0.066,0.091,1
"MSANTD2",0.599243929801797,0.875593577919809,0.066,0.091,1
"SIL1",0.599348249248751,0.770803328639782,0.054,0.076,1
"TKFC",0.599348249248751,0.486192369185903,0.054,0.076,1
"TRMT12",0.599348249248751,0.408389316296532,0.054,0.076,1
"ZNF567",0.599348249248751,0.660614072379289,0.054,0.076,1
"ENSG00000289614",0.599635951541777,0.531454926786864,0.096,0.076,1
"USP1",0.600679949572474,0.422960728428664,0.187,0.242,1
"UPF3B",0.600682807514105,0.561171317548403,0.163,0.212,1
"PDHB",0.600720894101666,0.190102753146159,0.217,0.258,1
"ERICH1",0.601084318133417,0.310205092817977,0.235,0.303,1
"TRAPPC6B",0.601205617025208,0.486515896109874,0.114,0.152,1
"UPF1",0.601274159945167,0.683660610621171,0.102,0.136,1
"CD47",0.601850491529991,0.210392762707124,0.53,0.652,1
"DDHD1",0.60198582862376,0.502465037639501,0.199,0.258,1
"BDNF-AS",0.602175267347648,0.272253035125807,0.03,0.045,1
"ENSG00000291201",0.602175267347648,1.0862047592557,0.03,0.045,1
"ENSG00000291299",0.602175267347648,1.04297783620002,0.03,0.045,1
"FAM200A",0.602175267347648,1.20111424363204,0.03,0.045,1
"FHOD1",0.602175267347648,0.867453248505703,0.03,0.045,1
"HDX",0.602175267347648,0.357873212258451,0.03,0.045,1
"L3MBTL1",0.602175267347648,0.71240759920005,0.03,0.045,1
"LINC01128",0.602175267347648,2.02979441899159,0.03,0.045,1
"LINC01725",0.602175267347648,2.14109877790423,0.03,0.045,1
"MAP2K2",0.602175267347648,1.06188565775285,0.03,0.045,1
"PES1",0.602175267347648,0.380868573888628,0.03,0.045,1
"SLC2A13",0.602175267347648,1.50728664519761,0.03,0.045,1
"SPATA2",0.602175267347648,0.157813289352533,0.03,0.045,1
"ZNF561-AS1",0.602175267347648,1.19798012764331,0.03,0.045,1
"ZNF747",0.602175267347648,1.06962535967263,0.03,0.045,1
"EIF1AD",0.60232189239,0.327735912895788,0.042,0.061,1
"NIPSNAP3B",0.60232189239,0.503670299392072,0.042,0.061,1
"PHF7",0.60232189239,0.44830970502282,0.042,0.061,1
"STARD5",0.60232189239,0.986068380185696,0.042,0.061,1
"ZNF510",0.60232189239,0.35103102085696,0.042,0.061,1
"ALKBH7",0.603004601238855,0.388610719668562,0.054,0.076,1
"GON7",0.603004601238855,0.730254484349371,0.054,0.076,1
"JOSD1",0.603004601238855,0.479796396179848,0.054,0.076,1
"PET100",0.603004601238855,0.678974090117576,0.054,0.076,1
"SNRNP35",0.603004601238855,0.929181417470355,0.054,0.076,1
"VRK3",0.603112531908782,0.39702926768993,0.223,0.288,1
"EXOC7",0.603210477498517,1.55797820714182,0.12,0.106,1
"ENSG00000198106",0.603416403933341,2.02073787386236,0.06,0.045,1
"FAM98C",0.603416403933341,1.57380241130743,0.06,0.045,1
"CHPT1",0.604153841281807,1.49127444111415,0.331,0.394,1
"ATF7IP2",0.6043641240863,1.14497108600652,0.151,0.136,1
"CENATAC",0.605115541563444,0.699485370228794,0.139,0.182,1
"DNAJC10",0.605289578043812,0.964869137272848,0.325,0.364,1
"NT5C",0.605407510048463,1.1321644697677,0.187,0.182,1
"GOLGB1",0.605565837904791,0.398404788947105,0.277,0.348,1
"LRSAM1",0.605706579160549,0.741179488017613,0.096,0.076,1
"OXCT1",0.605931144389,0.531642160380692,0.066,0.091,1
"ENSG00000240401",0.605931144389,1.40460858110201,0.078,0.061,1
"SNX11",0.605931144389,0.684831315300848,0.078,0.061,1
"MYLIP",0.606265926137689,0.768961280818613,0.181,0.242,1
"BRD2",0.606371659660611,0.335258517059283,0.464,0.636,1
"ZNF528",0.606670956758091,0.838374816904806,0.054,0.076,1
"PWWP2A",0.606825427547395,1.46626698422967,0.151,0.136,1
"ZNF451",0.606889515145765,0.673257652628108,0.211,0.273,1
"SNN",0.607014055505862,0.489294558628824,0.259,0.242,1
"ENSG00000291066",0.60721415392758,1.7098055692093,0.06,0.045,1
"RPL15",0.607242882556856,0.13506678548298,0.898,0.955,1
"GSPT1",0.607783237111407,1.02399934227206,0.235,0.242,1
"CBX5",0.608439647076228,0.55865763656718,0.205,0.273,1
"WDR5B-DT",0.6087521755816,0.870653357453231,0.096,0.076,1
"MAP4K3",0.609287227649626,1.47842543091876,0.066,0.091,1
"KLHL8",0.609566383927796,1.07620108347564,0.102,0.136,1
"MAP4K5",0.610068809253262,0.906242185314472,0.127,0.167,1
"TMCO6",0.610549696882652,0.799618047616969,0.042,0.061,1
"UBE2T",0.610549696882652,0.982584847704193,0.042,0.061,1
"EFL1",0.611022538457452,1.84752130964627,0.06,0.045,1
"MRPS2",0.611022538457452,1.17043152217118,0.06,0.045,1
"POLR3B",0.611022538457452,1.37035120577149,0.06,0.045,1
"PTPRK",0.611022538457452,2.39641167667412,0.06,0.045,1
"RHOBTB2",0.611022538457452,1.24070765586979,0.06,0.045,1
"ZNF875",0.611377194230625,1.27635994506365,0.12,0.106,1
"ATP10D",0.611716197402494,1.31943226887343,0.199,0.197,1
"CASP1",0.612426689588432,0.623055486978962,0.139,0.182,1
"GUSBP11",0.612651552513949,0.867064152387424,0.066,0.091,1
"HP1BP3",0.613621817393498,0.219848433659662,0.548,0.712,1
"THAP5",0.614033381273268,0.582004507683398,0.054,0.076,1
"DNMT3A",0.614110277128413,1.17885741074743,0.12,0.106,1
"OSER1",0.614110277128413,1.40983010370243,0.12,0.106,1
"PHF8",0.614402845011517,0.637510760567536,0.114,0.152,1
"PPP2CA",0.614841474295923,1.38778387456746,0.06,0.045,1
"PSMD13",0.614996735795755,0.507719813091768,0.181,0.242,1
"MIDEAS",0.61596793611071,0.692798656122467,0.289,0.379,1
"SNHG16",0.616262379941239,0.507317896985799,0.241,0.242,1
"PHACTR4",0.616268299289305,0.981756604030612,0.223,0.212,1
"TMEM179B",0.616503944670003,0.358111118497531,0.175,0.227,1
"METTL16",0.616848730844233,1.35918549565017,0.12,0.106,1
"CBFB",0.616954539293274,1.0047004181081,0.253,0.258,1
"MINDY2",0.617322376166032,0.687192558806801,0.139,0.182,1
"NBPF20",0.617691536603715,0.673184502083457,0.127,0.167,1
"COQ5",0.61790905477217,0.580358280427383,0.102,0.136,1
"WDR59",0.618193922639036,1.23689984639089,0.108,0.091,1
"DHDDS",0.618670877360081,1.23165112085463,0.06,0.045,1
"UBAC1",0.618670877360081,1.60285218503233,0.06,0.045,1
"ASCC2",0.618752488103019,0.309652684130228,0.157,0.197,1
"RPAP3",0.618752686744373,0.229964641963046,0.157,0.197,1
"ZEB1",0.618951167843223,0.685188605970538,0.235,0.303,1
"YTHDC2",0.619065752579287,1.14974604873218,0.205,0.197,1
"SKP1",0.619404696811793,1.10529094607966,0.066,0.091,1
"AUH",0.619717656408284,0.535277210400375,0.169,0.152,1
"HIPK3",0.620088247943766,0.171727009660432,0.169,0.212,1
"GPR18",0.620622803718971,1.40862477305519,0.163,0.152,1
"CTBP1-DT",0.621035642435429,1.19192191556066,0.078,0.106,1
"TYMP",0.621035642435429,1.15963647440059,0.09,0.076,1
"ZNF83",0.6215809088016,0.71090915358626,0.181,0.242,1
"MEN1",0.621686291522091,1.05732611982209,0.151,0.136,1
"AXIN1",0.622510662716252,1.13850042445947,0.06,0.045,1
"ENSG00000290792",0.622510662716252,1.49193079522844,0.06,0.045,1
"SLC25A42",0.622510662716252,1.38014734997864,0.06,0.045,1
"SEL1L",0.623212718948617,0.60129611073173,0.175,0.227,1
"POLR2D",0.623232480233191,1.18656485772911,0.09,0.121,1
"OTUD5",0.623562897685168,0.725906886603147,0.181,0.167,1
"APH1A",0.623647265066608,0.56952299448311,0.193,0.258,1
"SGO1-AS1",0.62408127230091,-0.129811094342224,0.084,0.106,1
"ZNF431",0.624149971892468,0.735855752368694,0.217,0.288,1
"BCL6",0.624183996241062,0.871487750766359,0.078,0.106,1
"NSUN5P2",0.624183996241062,1.27558714208159,0.09,0.076,1
"ARFIP2",0.625355658484546,1.24596564269726,0.127,0.167,1
"PJA2",0.625562768847593,0.601880732228732,0.211,0.273,1
"ENSG00000278600",0.626360744585228,1.16210678054107,0.06,0.045,1
"NOSIP",0.626360744585228,1.16480706312759,0.06,0.045,1
"RHOT2",0.626360744585228,1.21282132684854,0.06,0.045,1
"PSMC5",0.626707360814579,0.36982799549799,0.187,0.242,1
"LINC01588",0.627105453493601,1.05811656220136,0.139,0.121,1
"SAMD4B",0.627119424158311,0.804665187074424,0.265,0.273,1
"SCMH1",0.62716700952832,0.189256432138579,0.084,0.106,1
"NFRKB",0.627339227548406,1.0888653926435,0.09,0.076,1
"TIMM10",0.627726121720183,0.582605171986461,0.114,0.152,1
"ZZEF1",0.627726121720183,0.924676841141585,0.114,0.152,1
"PHAX",0.627844937767271,0.98991419681139,0.163,0.152,1
"SDF4",0.627855629730641,1.32115149268838,0.12,0.106,1
"TOR1B",0.630111518714909,0.674785450560303,0.12,0.152,1
"MTA1",0.630111518714909,1.566845134313,0.133,0.121,1
"FXR1",0.630136295819086,0.561058809717348,0.295,0.394,1
"CENPH",0.630221036347618,1.25751091057221,0.06,0.045,1
"ZNF184",0.630221036347618,1.16092265590051,0.06,0.045,1
"RCOR1",0.630487733603216,0.789601161267357,0.127,0.167,1
"MHENCR",0.630501288654106,1.61307584405879,0.09,0.076,1
"NBR2",0.630501288654106,1.44450497806062,0.09,0.076,1
"MCCC1",0.630620467481605,0.205679445744346,0.108,0.136,1
"KPNA6",0.631682379148246,0.707335710247799,0.259,0.348,1
"ANKMY1",0.63192321984536,1.31618242836311,0.102,0.136,1
"IDH2",0.632720748897308,0.438127963679418,0.096,0.121,1
"TSTD3",0.633390486484573,-0.384733747361704,0.12,0.106,1
"GABBR1",0.63367013148029,1.22349762565135,0.09,0.076,1
